ID,Title,Author,Year,Format,File
1,KESIAPAN IMPLEMENTASI SISTEM INFORMASI KEARSIPAN DINAMIS TERINTEGRASI (SRIKANDI) DI KOTA BENGKULU,Yogopriyatno, J., & Roeliana, L.,2024,PDF,ebook/KESIAPAN IMPLEMENTASI SISTEM INFORMASI KEARSIPAN DINAMIS TERINTEGRASI (SRIKANDI) DI KOTA BENGKULU.pdf
